310M200US46660,46660,141522,"Valdosta, GA Metro Area",Valdosta Metro Area,Valdosta
310M200US17660,17660,140785,"Coeur d'Alene, ID Metro Area",Coeur d'Alene Metro Area,Coeur d'Alene
310M200US26140,26140,140214,"Homosassa Springs, FL Metro Area",Homosassa Springs Metro Area,Homosassa Springs
310M200US42680,42680,139356,"Sebastian-Vero Beach, FL Metro Area",Sebastian Metro Area,Sebastian
310M200US34900,34900,137837,"Napa, CA Metro Area",Napa Metro Area,Napa
310M200US44220,44220,137763,"Springfield, OH Metro Area",Springfield OH Metro Area,Springfield OH
310M200US39660,39660,136972,"Rapid City, SD Metro Area",Rapid City Metro Area,Rapid City
310M200US12980,12980,135534,"Battle Creek, MI Metro Area",Battle Creek Metro Area,Battle Creek
310M200US22380,22380,134795,"Flagstaff, AZ Metro Area",Flagstaff Metro Area,Flagstaff
310M200US26820,26820,134755,"Idaho Falls, ID Metro Area",Idaho Falls Metro Area,Idaho Falls
310M200US48140,48140,134497,"Wausau, WI Metro Area",Wausau Metro Area,Wausau
310M200US30140,30140,134411,"Lebanon, PA Metro Area",Lebanon Metro Area,Lebanon
310M200US29100,29100,134335,"La Crosse-Onalaska, WI-MN Metro Area",La Crosse Metro Area,La Crosse
310M200US34060,34060,132149,"Morgantown, WV Metro Area",Morgantown Metro Area,Morgantown
310M200US43420,43420,131038,"Sierra Vista-Douglas, AZ Metro Area",Sierra Vista Metro Area,Sierra Vista
310M200US30020,30020,130757,"Lawton, OK Metro Area",Lawton Metro Area,Lawton
310M200US38340,38340,130545,"Pittsfield, MA Metro Area",Pittsfield Metro Area,Pittsfield
310M200US27180,27180,129988,"Jackson, TN Metro Area",Jackson TN Metro Area,Jackson TN
310M200US49020,49020,129786,"Winchester, VA-WV Metro Area",Winchester Metro Area,Winchester
310M200US24020,24020,128821,"Glens Falls, NY Metro Area",Glens Falls Metro Area,Glens Falls
310M200US22140,22140,128476,"Farmington, NM Metro Area",Farmington Metro Area,Farmington
310M200US41140,41140,127516,"St. Joseph, MO-KS Metro Area",St. Joseph Metro Area,St. Joseph
310M200US35100,35100,127350,"New Bern, NC Metro Area",New Bern Metro Area,New Bern
310M200US30860,30860,126982,"Logan, UT-ID Metro Area",Logan Metro Area,Logan
310M200US11020,11020,126940,"Altoona, PA Metro Area",Altoona Metro Area,Altoona
310M200US25500,25500,126811,"Harrisonburg, VA Metro Area",Harrisonburg Metro Area,Harrisonburg
310M200US16060,16060,126661,"Carbondale-Marion, IL Metro Area",Carbondale Metro Area,Carbondale
310M200US13220,13220,124882,"Beckley, WV Metro Area",Beckley Metro Area,Beckley
310M200US31900,31900,123387,"Mansfield, OH Metro Area",Mansfield Metro Area,Mansfield
310M200US24140,24140,123382,"Goldsboro, NC Metro Area",Goldsboro Metro Area,Goldsboro
310M200US48260,48260,123377,"Weirton-Steubenville, WV-OH Metro Area",Weirton Metro Area,Weirton
310M200US27860,27860,122801,"Jonesboro, AR Metro Area",Jonesboro Metro Area,Jonesboro
310M200US25220,25220,122665,"Hammond, LA Metro Area",Hammond Metro Area,Hammond
310M200US43300,43300,121292,"Sherman-Denison, TX Metro Area",Sherman Metro Area,Sherman
310M200US44420,44420,118814,"Staunton-Waynesboro, VA Metro Area",Staunton Metro Area,Staunton
310M200US48060,48060,118073,"Watertown-Fort Drum, NY Metro Area",Watertown Metro Area,Watertown
310M200US13900,13900,117878,"Bismarck, ND Metro Area",Bismarck Metro Area,Bismarck
310M200US11500,11500,117714,"Anniston-Oxford-Jacksonville, AL Metro Area",Anniston Metro Area,Anniston
310M200US10540,10540,117648,"Albany, OR Metro Area",Albany OR Metro Area,Albany OR
310M200US34580,34580,117641,"Mount Vernon-Anacortes, WA Metro Area",Mount Vernon Metro Area,Mount Vernon
310M200US34620,34620,117575,"Muncie, IN Metro Area",Muncie Metro Area,Muncie
310M200US17420,17420,116793,"Cleveland, TN Metro Area",Cleveland TN Metro Area,Cleveland TN
310M200US48700,48700,116604,"Williamsport, PA Metro Area",Williamsport Metro Area,Williamsport
310M200US36980,36980,115362,"Owensboro, KY Metro Area",Owensboro Metro Area,Owensboro
310M200US43100,43100,115235,"Sheboygan, WI Metro Area",Sheboygan Metro Area,Sheboygan
310M200US34100,34100,114480,"Morristown, TN Metro Area",Morristown Metro Area,Morristown
310M200US41660,41660,113572,"San Angelo, TX Metro Area",San Angelo Metro Area,San Angelo
310M200US28100,28100,112991,"Kankakee, IL Metro Area",Kankakee Metro Area,Kankakee
310M200US15260,15260,112831,"Brunswick, GA Metro Area",Brunswick Metro Area,Brunswick
310M200US29940,29940,112210,"Lawrence, KS Metro Area",Lawrence Metro Area,Lawrence
310M200US48300,48300,111854,"Wenatchee, WA Metro Area",Wenatchee Metro Area,Wenatchee
310M200US33140,33140,111310,"Michigan City-La Porte, IN Metro Area",Michigan City Metro Area,Michigan City
310M200US19500,19500,110262,"Decatur, IL Metro Area",Decatur IL Metro Area,Decatur IL
310M200US33540,33540,110243,"Missoula, MT Metro Area",Missoula Metro Area,Missoula
310M200US44940,44940,107645,"Sumter, SC Metro Area",Sumter Metro Area,Sumter
310M200US30340,30340,107634,"Lewiston-Auburn, ME Metro Area",Lewiston ME Metro Area,Lewiston ME
310M200US13020,13020,107312,"Bay City, MI Metro Area",Bay City Metro Area,Bay City
310M200US15680,15680,107079,"California-Lexington Park, MD Metro Area",California MD Metro Area,California MD
310M200US30620,30620,105895,"Lima, OH Metro Area",Lima Metro Area,Lima
310M200US23460,23460,104260,"Gadsden, AL Metro Area",Gadsden Metro Area,Gadsden
310M200US19060,19060,102409,"Cumberland, MD-WV Metro Area",Cumberland Metro Area,Cumberland
310M200US27060,27060,102270,"Ithaca, NY Metro Area",Ithaca Metro Area,Ithaca
310M200US31020,31020,102110,"Longview, WA Metro Area",Longview Metro Area,Longview
310M200US22540,22540,101666,"Fond du Lac, WI Metro Area",Fond du Lac Metro Area,Fond du Lac
310M200US23900,23900,101496,"Gettysburg, PA Metro Area",Gettysburg Metro Area,Gettysburg
310M200US24220,24220,98879,"Grand Forks, ND-MN Metro Area",Grand Forks Metro Area,Grand Forks
310M200US21820,21820,98656,"Fairbanks, AK Metro Area",Fairbanks Metro Area,Fairbanks
310M200US38220,38220,98578,"Pine Bluff, AR Metro Area",Pine Bluff Metro Area,Pine Bluff
310M200US45540,45540,98409,"The Villages, FL Metro Area",The Villages Metro Area,The Villages
310M200US42700,42700,98275,"Sebring, FL Metro Area",Sebring Metro Area,Sebring
310M200US31860,31860,97353,"Mankato-North Mankato, MN Metro Area",Mankato Metro Area,Mankato
310M200US16020,16020,96710,"Cape Girardeau, MO-IL Metro Area",Cape Girardeau Metro Area,Cape Girardeau
310M200US36140,36140,96684,"Ocean City, NJ Metro Area",Ocean City Metro Area,Ocean City
310M200US26300,26300,96547,"Hot Springs, AR Metro Area",Hot Springs Metro Area,Hot Springs
310M200US40660,40660,96147,"Rome, GA Metro Area",Rome Metro Area,Rome
310M200US47020,47020,95349,"Victoria, TX Metro Area",Victoria Metro Area,Victoria
310M200US31740,31740,95252,"Manhattan, KS Metro Area",Manhattan Metro Area,Manhattan
310M200US20220,20220,94411,"Dubuque, IA Metro Area",Dubuque Metro Area,Dubuque
310M200US16940,16940,93073,"Cheyenne, WY Metro Area",Cheyenne Metro Area,Cheyenne
310M200US37620,37620,92575,"Parkersburg-Vienna, WV Metro Area",Parkersburg Metro Area,Parkersburg
310M200US11180,11180,90750,"Ames, IA Metro Area",Ames Metro Area,Ames
310M200US21300,21300,88876,"Elmira, NY Metro Area",Elmira Metro Area,Elmira
310M200US18700,18700,85989,"Corvallis, OR Metro Area",Corvallis Metro Area,Corvallis
310M200US14100,14100,85400,"Bloomsburg-Berwick, PA Metro Area",Bloomsburg Metro Area,Bloomsburg
310M200US33220,33220,83842,"Midland, MI Metro Area",Midland MI Metro Area,Midland MI
310M200US38540,38540,83091,"Pocatello, ID Metro Area",Pocatello Metro Area,Pocatello
310M200US29020,29020,82795,"Kokomo, IN Metro Area",Kokomo Metro Area,Kokomo
310M200US24420,24420,82783,"Grants Pass, OR Metro Area",Grants Pass Metro Area,Grants Pass
310M200US24260,24260,82631,"Grand Island, NE Metro Area",Grand Island Metro Area,Grand Island
310M200US24500,24500,81621,"Great Falls, MT Metro Area",Great Falls Metro Area,Great Falls
310M200US19180,19180,81147,"Danville, IL Metro Area",Danville Metro Area,Danville
310M200US25980,25980,80184,"Hinesville, GA Metro Area",Hinesville Metro Area,Hinesville
310M200US18020,18020,77930,"Columbus, IN Metro Area",Columbus IN Metro Area,Columbus IN
310M200US16220,16220,77343,"Casper, WY Metro Area",Casper Metro Area,Casper
310M200US47460,47460,63119,"Walla Walla, WA Metro Area",Walla Walla Metro Area,Walla Walla
310M200US30300,30300,61260,"Lewiston, ID-WA Metro Area",Lewiston ID Metro Area,Lewiston ID
310M200US16180,16180,54821,"Carson City, NV Metro Area",Carson City Metro Area,Carson City
