state,placefp,county,stab,cntyname,placenm,pop10,afact
FIPS state,placefp,county,State Postal Code,cntyname,Place Name,"Total Pop, 2010 census",placefp to county alloc factor
54,08764,055,WV,Mercer WV,"Bluewell CDP, WV",2184,1
54,08836,107,WV,Wood WV,"Boaz CDP, WV",1297,1
54,08932,037,WV,Jefferson WV,"Bolivar town, WV",1045,1
54,08956,081,WV,Raleigh WV,"Bolt CDP, WV",548,1
54,09100,019,WV,Fayette WV,"Boomer CDP, WV",615,1
54,09364,083,WV,Randolph WV,"Bowden CDP, WV",9,1
54,09676,081,WV,Raleigh WV,"Bradley CDP, WV",2040,1
54,09700,047,WV,McDowell WV,"Bradshaw town, WV",337,1
54,09796,055,WV,Mercer WV,"Bramwell town, WV",364,1
54,09844,077,WV,Preston WV,"Brandonville town, WV",101,1
54,09868,071,WV,Pendleton WV,"Brandywine CDP, WV",218,1
54,09964,109,WV,Wyoming WV,"Brenton CDP, WV",249,1
54,10180,033,WV,Harrison WV,"Bridgeport city, WV",8149,1
54,10420,061,WV,Monongalia WV,"Brookhaven CDP, WV",5171,1
54,10852,077,WV,Preston WV,"Bruceton Mills town, WV",85,1
54,10876,045,WV,Logan WV,"Bruno CDP, WV",544,1
54,10948,055,WV,Mercer WV,"Brush Fork CDP, WV",1197,1
54,11188,097,WV,Upshur WV,"Buckhannon city, WV",5639,1
54,11212,109,WV,Wyoming WV,"Bud CDP, WV",487,1
54,11284,079,WV,Putnam WV,"Buffalo town, WV",1236,1
54,11620,057,WV,Mineral WV,"Burlington CDP, WV",182,1
54,11716,007,WV,Braxton WV,"Burnsville town, WV",510,1
54,12124,085,WV,Ritchie WV,"Cairo town, WV",281,1
54,12436,101,WV,Webster WV,"Camden-on-Gauley town, WV",169,1
54,12484,051,WV,Marshall WV,"Cameron city, WV",946,1
54,13108,027,WV,Hampshire WV,"Capon Bridge town, WV",355,1
54,13468,049,WV,Marion WV,"Carolina CDP, WV",411,1
54,13525,057,WV,Mineral WV,"Carpendale town, WV",977,1
54,13684,075,WV,Pocahontas WV,"Cass CDP, WV",52,1
54,13756,061,WV,Monongalia WV,"Cassville CDP, WV",701,1
54,13924,039,WV,Kanawha WV,"Cedar Grove town, WV",997,1
54,14212,001,WV,Barbour WV,"Century CDP, WV",115,1
54,14308,099,WV,Wayne WV,"Ceredo city, WV",1450,1
54,14524,045,WV,Logan WV,"Chapmanville town, WV",1256,1
54,14600,039,WV,Kanawha WV,"Charleston city, WV",51400,1
54,14610,037,WV,Jefferson WV,"Charles Town city, WV",5259,1
54,14630,019,WV,Fayette WV,"Charlton Heights CDP, WV",406,1
54,14692,059,WV,Mingo WV,"Chattaroy CDP, WV",756,1
54,14716,045,WV,Logan WV,"Chauncey CDP, WV",283,1
54,14775,061,WV,Monongalia WV,"Cheat Lake CDP, WV",7988,1
54,14812,039,WV,Kanawha WV,"Chelyan CDP, WV",776,1
54,15028,039,WV,Kanawha WV,"Chesapeake town, WV",1554,1
54,15076,029,WV,Hancock WV,"Chester city, WV",2585,1
54,15628,033,WV,Harrison WV,"Clarksburg city, WV",16578,1
54,15676,015,WV,Clay WV,"Clay town, WV",491,1
54,15916,069,WV,Ohio WV,"Clearview village, WV",565,1
54,16012,039,WV,Kanawha WV,"Clendenin town, WV",1227,1
54,16516,081,WV,Raleigh WV,"Coal City CDP, WV",1815,1
54,16612,039,WV,Kanawha WV,"Coal Fork CDP, WV",1233,1
54,17380,005,WV,Boone WV,"Comfort CDP, WV",306,1
54,17836,109,WV,Wyoming WV,"Corinne CDP, WV",362,1
54,18388,109,WV,Wyoming WV,"Covel CDP, WV",142,1
54,18412,101,WV,Webster WV,"Cowen town, WV",541,1
54,18508,081,WV,Raleigh WV,"Crab Orchard CDP, WV",2678,1
54,18604,067,WV,Nicholas WV,"Craigsville CDP, WV",2213,1
54,19108,039,WV,Kanawha WV,"Cross Lanes CDP, WV",9995,1
54,19300,099,WV,Wayne WV,"Crum CDP, WV",182,1
54,19324,047,WV,McDowell WV,"Crumpler CDP, WV",204,1
54,19492,047,WV,McDowell WV,"Cucumber CDP, WV",94,1
54,19516,011,WV,Cabell WV,"Culloden CDP, WV",2683,0.877
54,19516,079,WV,Putnam WV,"Culloden CDP, WV",378,0.123
54,19948,083,WV,Randolph WV,"Dailey CDP, WV",114,1
54,20164,081,WV,Raleigh WV,"Daniels CDP, WV",1881,1
54,20212,005,WV,Boone WV,"Danville town, WV",691,1
54,20428,093,WV,Tucker WV,"Davis town, WV",660,1
54,20500,047,WV,McDowell WV,"Davy town, WV",420,1
54,20764,019,WV,Fayette WV,"Deep Water CDP, WV",280,1
54,20980,059,WV,Mingo WV,"Delbarton town, WV",579,1
54,21316,033,WV,Harrison WV,"Despard CDP, WV",1004,1
54,21628,019,WV,Fayette WV,"Dixie CDP, WV",89,0.306
54,21628,067,WV,Nicholas WV,"Dixie CDP, WV",202,0.694
54,22564,039,WV,Kanawha WV,"Dunbar city, WV",7907,1
54,22852,075,WV,Pocahontas WV,"Durbin town, WV",293,1
54,23092,039,WV,Kanawha WV,"East Bank town, WV",959,1
54,23140,083,WV,Randolph WV,"East Dailey CDP, WV",557,1
54,23644,081,WV,Raleigh WV,"Eccles CDP, WV",362,1
54,24292,079,WV,Putnam WV,"Eleanor town, WV",1518,1
54,24364,105,WV,Wirt WV,"Elizabeth town, WV",823,1
54,24484,057,WV,Mineral WV,"Elk Garden town, WV",232,1
54,24580,083,WV,Randolph WV,"Elkins city, WV",7094,1
54,24748,039,WV,Kanawha WV,"Elkview CDP, WV",1222,1
54,24844,085,WV,Ritchie WV,"Ellenboro town, WV",363,1
54,25516,033,WV,Harrison WV,"Enterprise CDP, WV",961,1
54,26428,025,WV,Greenbrier WV,"Fairlea CDP, WV",1747,1
54,26452,049,WV,Marion WV,"Fairmont city, WV",18704,1
54,26524,049,WV,Marion WV,"Fairview town, WV",408,1
54,26692,025,WV,Greenbrier WV,"Falling Spring town, WV",211,1
54,26716,003,WV,Berkeley WV,"Falling Waters CDP, WV",876,1
54,26812,019,WV,Fayette WV,"Falls View CDP, WV",238,1
54,26932,049,WV,Marion WV,"Farmington town, WV",375,1
54,27028,019,WV,Fayette WV,"Fayetteville town, WV",2892,1
54,27196,067,WV,Nicholas WV,"Fenwick CDP, WV",116,1
54,27868,007,WV,Braxton WV,"Flatwoods town, WV",277,1
54,27940,091,WV,Taylor WV,"Flemington town, WV",312,1
54,28204,009,WV,Brooke WV,"Follansbee city, WV",2986,1
54,28444,057,WV,Mineral WV,"Fort Ashby CDP, WV",1380,1
54,28516,099,WV,Wayne WV,"Fort Gay town, WV",705,1
54,28948,075,WV,Pocahontas WV,"Frank CDP, WV",90,1
54,29044,071,WV,Pendleton WV,"Franklin town, WV",721,1
54,29404,095,WV,Tyler WV,"Friendly town, WV",132,1
54,29716,053,WV,Mason WV,"Gallipolis Ferry CDP, WV",817,1
54,29740,001,WV,Barbour WV,"Galloway CDP, WV",143,1
54,30196,047,WV,McDowell WV,"Gary city, WV",968,1
54,30220,007,WV,Braxton WV,"Gassaway town, WV",908,1
54,30364,019,WV,Fayette WV,"Gauley Bridge town, WV",614,1
54,30724,081,WV,Raleigh WV,"Ghent CDP, WV",457,1
54,30772,059,WV,Mingo WV,"Gilbert town, WV",450,1
54,30777,059,WV,Mingo WV,"Gilbert Creek CDP, WV",1090,1
54,31324,039,WV,Kanawha WV,"Glasgow town, WV",905,1
54,31492,051,WV,Marshall WV,"Glen Dale city, WV",1526,1
54,31732,019,WV,Fayette WV,"Glen Ferris CDP, WV",203,1
54,31756,109,WV,Wyoming WV,"Glen Fork CDP, WV",487,1
54,31876,019,WV,Fayette WV,"Glen Jean CDP, WV",210,1
54,32044,021,WV,Gilmer WV,"Glenville town, WV",1537,1
54,32068,081,WV,Raleigh WV,"Glen White CDP, WV",266,1
54,32716,091,WV,Taylor WV,"Grafton city, WV",5164,1
54,32884,013,WV,Calhoun WV,"Grantsville town, WV",561,1
54,32908,049,WV,Marion WV,"Grant Town town, WV",613,1
54,32932,061,WV,Monongalia WV,"Granville town, WV",781,1
54,33100,065,WV,Morgan WV,"Great Cacapon CDP, WV",386,1
54,33124,075,WV,Pocahontas WV,"Green Bank CDP, WV",143,1
54,33436,027,WV,Hampshire WV,"Green Spring CDP, WV",218,1
54,33580,005,WV,Boone WV,"Greenview CDP, WV",378,1
54,34180,033,WV,Harrison WV,"Gypsy CDP, WV",328,1
54,34492,093,WV,Tucker WV,"Hambleton town, WV",232,1
54,34516,043,WV,Lincoln WV,"Hamlin town, WV",1142,1
54,34756,039,WV,Kanawha WV,"Handley town, WV",349,1
54,35092,083,WV,Randolph WV,"Harman town, WV",143,1
54,35284,037,WV,Jefferson WV,"Harpers Ferry town, WV",286,1
54,35428,085,WV,Ritchie WV,"Harrisville town, WV",1876,1
54,35500,053,WV,Mason WV,"Hartford City town, WV",614,1
54,35596,043,WV,Lincoln WV,"Harts CDP, WV",656,1
54,36220,003,WV,Berkeley WV,"Hedgesville town, WV",318,1
54,36292,081,WV,Raleigh WV,"Helen CDP, WV",219,1
54,36340,083,WV,Randolph WV,"Helvetia CDP, WV",59,1
54,36436,053,WV,Mason WV,"Henderson town, WV",271,1
54,36460,093,WV,Tucker WV,"Hendricks town, WV",272,1
54,36484,045,WV,Logan WV,"Henlawson CDP, WV",442,1
54,36628,033,WV,Harrison WV,"Hepzibah CDP, WV",566,1
54,37036,019,WV,Fayette WV,"Hico CDP, WV",272,1
54,37372,075,WV,Pocahontas WV,"Hillsboro town, WV",260,1
54,37444,019,WV,Fayette WV,"Hilltop CDP, WV",624,1
54,37636,089,WV,Summers WV,"Hinton city, WV",2676,1
54,37948,045,WV,Logan WV,"Holden CDP, WV",876,1
54,38260,079,WV,Putnam WV,"Hometown CDP, WV",668,1
54,38476,009,WV,Brooke WV,"Hooverson Heights CDP, WV",2590,1
54,39340,103,WV,Wetzel WV,"Hundred town, WV",299,1
54,39412,075,WV,Pocahontas WV,"Huntersville CDP, WV",73,1
54,39460,011,WV,Cabell WV,"Huntington city, WV",45214,0.92
54,39460,099,WV,Wayne WV,"Huntington city, WV",3924,0.08
54,39532,079,WV,Putnam WV,"Hurricane city, WV",6284,1
54,39628,083,WV,Randolph WV,"Huttonsville town, WV",221,1
54,39652,047,WV,McDowell WV,"Iaeger town, WV",302,1
54,39676,049,WV,Marion WV,"Idamay CDP, WV",611,1
54,40204,003,WV,Berkeley WV,"Inwood CDP, WV",2954,1
54,40444,109,WV,Wyoming WV,"Itmann CDP, WV",293,1
54,40636,103,WV,Wetzel WV,"Jacksonburg CDP, WV",182,1
54,40828,041,WV,Lewis WV,"Jane Lew town, WV",409,1
54,41010,039,WV,Kanawha WV,"Jefferson CDP, WV",676,1
54,42244,001,WV,Barbour WV,"Junior town, WV",520,1
54,42292,059,WV,Mingo WV,"Justice CDP, WV",412,1
54,43180,099,WV,Wayne WV,"Kenova city, WV",3216,1
54,43300,059,WV,Mingo WV,"Kermit town, WV",406,1
54,43492,057,WV,Mineral WV,"Keyser city, WV",5439,1
54,43516,047,WV,McDowell WV,"Keystone city, WV",282,1
54,43780,047,WV,McDowell WV,"Kimball town, WV",194,1
54,43828,019,WV,Fayette WV,"Kimberly CDP, WV",287,1
54,43852,019,WV,Fayette WV,"Kincaid CDP, WV",260,1
54,44044,077,WV,Preston WV,"Kingwood city, WV",2939,1
54,44188,045,WV,Logan WV,"Kistler CDP, WV",528,1
54,44548,109,WV,Wyoming WV,"Kopperston CDP, WV",616,1
54,45292,055,WV,Mercer WV,"Lashmeet CDP, WV",479,1
54,45580,099,WV,Wayne WV,"Lavalette CDP, WV",1073,1
54,46300,053,WV,Mason WV,"Leon town, WV",158,1
54,46420,011,WV,Cabell WV,"Lesage CDP, WV",1358,1
54,46468,081,WV,Raleigh WV,"Lester town, WV",348,1
54,46636,025,WV,Greenbrier WV,"Lewisburg city, WV",3830,1
54,47788,103,WV,Wetzel WV,"Littleton CDP, WV",198,1
54,48148,045,WV,Logan WV,"Logan city, WV",1779,1
54,48748,033,WV,Harrison WV,"Lost Creek town, WV",496,1
54,49156,107,WV,Wood WV,"Lubeck CDP, WV",1311,1
54,49252,033,WV,Harrison WV,"Lumberport town, WV",876,1
54,49492,081,WV,Raleigh WV,"Mabscott town, WV",1408,1
54,49564,081,WV,Raleigh WV,"MacArthur CDP, WV",1500,1
54,49732,045,WV,Logan WV,"McConnell CDP, WV",514,1
54,50260,051,WV,Marshall WV,"McMechen city, WV",1926,1
54,50524,005,WV,Boone WV,"Madison city, WV",3076,1
54,50860,045,WV,Logan WV,"Mallory CDP, WV",1654,1
54,50932,045,WV,Logan WV,"Man town, WV",759,1
54,51100,049,WV,Marion WV,"Mannington city, WV",2063,1
54,51676,075,WV,Pocahontas WV,"Marlinton town, WV",1054,1
54,51724,039,WV,Kanawha WV,"Marmet city, WV",1503,1
54,52060,003,WV,Berkeley WV,"Martinsburg city, WV",17227,1
54,52180,053,WV,Mason WV,"Mason town, WV",968,1
54,52228,077,WV,Preston WV,"Masontown town, WV",546,1
54,52324,059,WV,Mingo WV,"Matewan town, WV",499,1
54,52372,109,WV,Wyoming WV,"Matheny CDP, WV",531,1
54,52420,055,WV,Mercer WV,"Matoaka town, WV",227,1
54,52588,047,WV,McDowell WV,"Maybeury CDP, WV",234,1
54,52780,019,WV,Fayette WV,"Meadow Bridge town, WV",379,1
54,53572,095,WV,Tyler WV,"Middlebourne town, WV",815,1
54,53692,037,WV,Jefferson WV,"Middleway CDP, WV",441,1
54,54100,083,WV,Randolph WV,"Mill Creek town, WV",724,1
54,54484,011,WV,Cabell WV,"Milton town, WV",2423,1
54,54508,019,WV,Fayette WV,"Minden CDP, WV",250,1
54,54580,107,WV,Wood WV,"Mineralwells CDP, WV",1950,1
54,54892,045,WV,Logan WV,"Mitchell Heights town, WV",323,1
54,55132,045,WV,Logan WV,"Monaville CDP, WV",309,1
54,55276,049,WV,Marion WV,"Monongah town, WV",1044,1
54,55372,055,WV,Mercer WV,"Montcalm CDP, WV",726,1
54,55468,019,WV,Fayette WV,"Montgomery city, WV",969,0.592
54,55468,039,WV,Kanawha WV,"Montgomery city, WV",669,0.408
54,55540,083,WV,Randolph WV,"Montrose town, WV",156,1
54,55588,031,WV,Hardy WV,"Moorefield town, WV",2544,1
54,55756,061,WV,Monongalia WV,"Morgantown city, WV",29660,1
54,56020,051,WV,Marshall WV,"Moundsville city, WV",9318,1
54,56212,019,WV,Fayette WV,"Mount Carbon CDP, WV",428,1
54,56342,045,WV,Logan WV,"Mount Gay-Shamrock CDP, WV",1779,1
54,56404,019,WV,Fayette WV,"Mount Hope city, WV",1414,1
54,57148,109,WV,Wyoming WV,"Mullens city, WV",1559,1
54,57916,045,WV,Logan WV,"Neibert CDP, WV",183,1
54,58180,067,WV,Nicholas WV,"Nettie CDP, WV",568,1
54,58300,077,WV,Preston WV,"Newburg town, WV",329,1
54,58372,029,WV,Hancock WV,"New Cumberland city, WV",1103,1
54,58420,029,WV,Hancock WV,"Newell CDP, WV",1376,1
54,58564,053,WV,Mason WV,"New Haven town, WV",1560,1
54,58684,103,WV,Wetzel WV,"New Martinsville city, WV",5366,1
54,58756,109,WV,Wyoming WV,"New Richmond CDP, WV",238,1
54,59068,039,WV,Kanawha WV,"Nitro city, WV",6022,0.839
54,59068,079,WV,Putnam WV,"Nitro city, WV",1156,0.161
54,59428,047,WV,McDowell WV,"Northfork town, WV",429,1
54,59458,107,WV,Wood WV,"North Hills town, WV",832,1
54,59836,033,WV,Harrison WV,"Nutter Fort town, WV",1593,1
54,60028,019,WV,Fayette WV,"Oak Hill city, WV",7730,1
54,60196,055,WV,Mercer WV,"Oakvale town, WV",121,1
54,60364,109,WV,Wyoming WV,"Oceana town, WV",1394,1
54,60628,045,WV,Logan WV,"Omar CDP, WV",552,1
54,61636,095,WV,Tyler WV,"Paden City city, WV",838,0.318
54,61636,103,WV,Wetzel WV,"Paden City city, WV",1795,0.682
54,61660,019,WV,Fayette WV,"Page CDP, WV",224,1
54,61684,047,WV,McDowell WV,"Pageton CDP, WV",187,1
54,62140,107,WV,Wood WV,"Parkersburg city, WV",31492,1
54,62284,093,WV,Tucker WV,"Parsons city, WV",1485,1
54,62332,065,WV,Morgan WV,"Paw Paw town, WV",508,1
54,62356,019,WV,Fayette WV,"Pax town, WV",167,1
54,62488,011,WV,Cabell WV,"Pea Ridge CDP, WV",6650,1
54,62764,085,WV,Ritchie WV,"Pennsboro city, WV",1171,1
54,62788,061,WV,Monongalia WV,"Pentress CDP, WV",175,1
54,62956,023,WV,Grant WV,"Petersburg city, WV",2467,1
54,63052,063,WV,Monroe WV,"Peterstown town, WV",653,1
54,63292,001,WV,Barbour WV,"Philippi city, WV",2966,1
54,63484,083,WV,Randolph WV,"Pickens CDP, WV",66,1
54,63604,057,WV,Mineral WV,"Piedmont town, WV",876,1
54,63772,039,WV,Kanawha WV,"Pinch CDP, WV",3262,1
54,63892,103,WV,Wetzel WV,"Pine Grove town, WV",552,1
54,63940,109,WV,Wyoming WV,"Pineville town, WV",668,1
54,63988,081,WV,Raleigh WV,"Piney View CDP, WV",989,1
54,64228,049,WV,Marion WV,"Pleasant Valley city, WV",3149,1
54,64516,079,WV,Putnam WV,"Poca town, WV",974,1
54,64708,053,WV,Mason WV,"Point Pleasant city, WV",4350,1
54,65284,019,WV,Fayette WV,"Powellton CDP, WV",619,1
54,65356,039,WV,Kanawha WV,"Pratt town, WV",602,1
54,65596,099,WV,Wayne WV,"Prichard CDP, WV",527,1
54,65668,019,WV,Fayette WV,"Prince CDP, WV",116,1
54,65692,055,WV,Mercer WV,"Princeton city, WV",6432,1
54,65836,081,WV,Raleigh WV,"Prosperity CDP, WV",1498,1
54,65956,085,WV,Ritchie WV,"Pullman town, WV",154,1
54,66412,025,WV,Greenbrier WV,"Quinwood town, WV",290,1
54,66460,049,WV,Marion WV,"Rachel CDP, WV",248,1
54,66484,005,WV,Boone WV,"Racine CDP, WV",256,1
54,66652,025,WV,Greenbrier WV,"Rainelle town, WV",1505,1
54,66892,039,WV,Kanawha WV,"Rand CDP, WV",1631,1
54,66988,037,WV,Jefferson WV,"Ranson corporation, WV",4440,1
54,67108,035,WV,Jackson WV,"Ravenswood city, WV",3876,1
54,67228,047,WV,McDowell WV,"Raysal CDP, WV",465,1
54,67252,103,WV,Wetzel WV,"Reader CDP, WV",397,1
54,67396,059,WV,Mingo WV,"Red Jacket CDP, WV",581,1
54,67636,077,WV,Preston WV,"Reedsville town, WV",593,1
54,67660,087,WV,Roane WV,"Reedy town, WV",182,1
54,67996,081,WV,Raleigh WV,"Rhodell town, WV",173,1
54,68116,067,WV,Nicholas WV,"Richwood city, WV",2051,1
54,68260,057,WV,Mineral WV,"Ridgeley town, WV",675,1
54,68596,035,WV,Jackson WV,"Ripley city, WV",3252,1
54,68908,049,WV,Marion WV,"Rivesville town, WV",934,1
54,69100,045,WV,Logan WV,"Robinette CDP, WV",663,1
54,69844,047,WV,McDowell WV,"Roderfield CDP, WV",188,1
54,70084,027,WV,Hampshire WV,"Romney city, WV",1848,1
54,70156,025,WV,Greenbrier WV,"Ronceverte city, WV",1765,1
54,70468,045,WV,Logan WV,"Rossmore CDP, WV",301,1
54,70588,077,WV,Preston WV,"Rowlesburg town, WV",584,1
54,70828,025,WV,Greenbrier WV,"Rupert town, WV",942,1
54,71212,039,WV,Kanawha WV,"St. Albans city, WV",11044,1
54,71356,073,WV,Pleasants WV,"St. Marys city, WV",1860,1
54,71380,033,WV,Harrison WV,"Salem city, WV",1586,1
54,71476,011,WV,Cabell WV,"Salt Rock CDP, WV",388,1
54,71620,021,WV,Gilmer WV,"Sand Fork town, WV",159,1
54,72004,045,WV,Logan WV,"Sarah Ann CDP, WV",345,1
54,72292,019,WV,Fayette WV,"Scarbro CDP, WV",486,1
54,73108,081,WV,Raleigh WV,"Shady Spring CDP, WV",2998,1
54,73252,037,WV,Jefferson WV,"Shannondale CDP, WV",3358,1
54,73444,037,WV,Jefferson WV,"Shenandoah Junction CDP, WV",703,1
54,73468,037,WV,Jefferson WV,"Shepherdstown town, WV",1734,1
54,73636,033,WV,Harrison WV,"Shinnston city, WV",2201,1
54,73876,039,WV,Kanawha WV,"Shrewsbury CDP, WV",652,1
54,74356,039,WV,Kanawha WV,"Sissonville CDP, WV",4028,1
54,74380,095,WV,Tyler WV,"Sistersville city, WV",1396,1
54,74740,019,WV,Fayette WV,"Smithers city, WV",811,0.998
54,74740,039,WV,Kanawha WV,"Smithers city, WV",2,0.002
54,74788,103,WV,Wetzel WV,"Smithfield town, WV",145,1
54,75172,081,WV,Raleigh WV,"Sophia town, WV",1344,1
54,75292,039,WV,Kanawha WV,"South Charleston city, WV",13450,1
54,75796,033,WV,Harrison WV,"Spelter CDP, WV",346,1
54,75820,087,WV,Roane WV,"Spencer city, WV",2322,1
54,76084,027,WV,Hampshire WV,"Springfield CDP, WV",477,1
54,76444,081,WV,Raleigh WV,"Stanaford CDP, WV",1350,1
54,76516,061,WV,Monongalia WV,"Star City town, WV",1825,1
54,76996,045,WV,Logan WV,"Stollings CDP, WV",316,1
54,77188,033,WV,Harrison WV,"Stonewood city, WV",1806,1
54,77980,067,WV,Nicholas WV,"Summersville town, WV",3572,1
54,78580,007,WV,Braxton WV,"Sutton town, WV",994,1
54,78796,045,WV,Logan WV,"Switzer CDP, WV",595,1
54,78964,005,WV,Boone WV,"Sylvester town, WV",160,1
54,79545,079,WV,Putnam WV,"Teays Valley CDP, WV",13175,1
54,79708,077,WV,Preston WV,"Terra Alta town, WV",1477,1
54,80020,093,WV,Tucker WV,"Thomas city, WV",586,1
54,80284,019,WV,Fayette WV,"Thurmond town, WV",5,1
54,80476,067,WV,Nicholas WV,"Tioga CDP, WV",98,1
54,80932,069,WV,Ohio WV,"Triadelphia town, WV",811,1
54,81268,077,WV,Preston WV,"Tunnelton town, WV",294,1
54,81484,005,WV,Boone WV,"Twilight CDP, WV",90,1
54,81940,063,WV,Monroe WV,"Union town, WV",565,1
54,82180,039,WV,Kanawha WV,"Upper Falls CDP, WV",3701,1
54,82564,083,WV,Randolph WV,"Valley Bend CDP, WV",485,1
54,82732,069,WV,Ohio WV,"Valley Grove village, WV",378,1
54,82756,083,WV,Randolph WV,"Valley Head CDP, WV",267,1
54,82852,005,WV,Boone WV,"Van CDP, WV",211,1
54,83332,045,WV,Logan WV,"Verdunville CDP, WV",687,1
54,83500,107,WV,Wood WV,"Vienna city, WV",10749,1
54,83764,047,WV,McDowell WV,"Vivian CDP, WV",82,1
54,84484,047,WV,McDowell WV,"War city, WV",862,1
54,84580,031,WV,Hardy WV,"Wardensville town, WV",271,1
54,84724,107,WV,Wood WV,"Washington CDP, WV",1175,1
54,84916,107,WV,Wood WV,"Waverly CDP, WV",395,1
54,84940,099,WV,Wayne WV,"Wayne town, WV",1413,1
54,85156,009,WV,Brooke WV,"Weirton city, WV",4019,0.204
54,85156,029,WV,Hancock WV,"Weirton city, WV",15727,0.796
54,85228,047,WV,McDowell WV,"Welch city, WV",2406,1
54,85324,009,WV,Brooke WV,"Wellsburg city, WV",2805,1
54,85804,043,WV,Lincoln WV,"West Hamlin town, WV",774,1
54,85876,069,WV,Ohio WV,"West Liberty town, WV",1542,1
54,85900,045,WV,Logan WV,"West Logan town, WV",424,1
54,85924,033,WV,Harrison WV,"West Milford town, WV",630,1
54,85972,041,WV,Lewis WV,"Weston city, WV",4110,1
54,85996,061,WV,Monongalia WV,"Westover city, WV",3983,1
54,86116,017,WV,Doddridge WV,"West Union town, WV",825,1
54,86452,051,WV,Marshall WV,"Wheeling city, WV",276,0.01
54,86452,069,WV,Ohio WV,"Wheeling city, WV",28210,0.99
54,86620,049,WV,Marion WV,"White Hall town, WV",648,1
54,86812,025,WV,Greenbrier WV,"White Sulphur Springs city, WV",2444,1
54,86836,005,WV,Boone WV,"Whitesville town, WV",514,1
54,86932,083,WV,Randolph WV,"Whitmer CDP, WV",106,1
54,87316,057,WV,Mineral WV,"Wiley Ford CDP, WV",1026,1
54,87508,059,WV,Mingo WV,"Williamson city, WV",3191,1
54,87556,107,WV,Wood WV,"Williamstown city, WV",2908,1
54,87892,009,WV,Brooke WV,"Windsor Heights village, WV",423,1
54,87988,079,WV,Putnam WV,"Winfield town, WV",2301,1
54,88276,033,WV,Harrison WV,"Wolf Summit CDP, WV",272,1
54,88324,083,WV,Randolph WV,"Womelsdorf (Coalton) town, WV",250,1
54,88708,049,WV,Marion WV,"Worthington town, WV",158,1
54,99999,001,WV,Barbour WV, ,10924,0.01
54,99999,003,WV,Berkeley WV, ,82794,0.079
54,99999,005,WV,Boone WV, ,18947,0.018
54,99999,007,WV,Braxton WV, ,11834,0.011
54,99999,009,WV,Brooke WV, ,9687,0.009
54,99999,011,WV,Cabell WV, ,33639,0.032
54,99999,013,WV,Calhoun WV, ,7066,0.007
54,99999,015,WV,Clay WV, ,8895,0.008
54,99999,017,WV,Doddridge WV, ,7377,0.007
54,99999,019,WV,Fayette WV, ,23848,0.023
54,99999,021,WV,Gilmer WV, ,6997,0.007
54,99999,023,WV,Grant WV, ,9180,0.009
54,99999,025,WV,Greenbrier WV, ,21763,0.021
54,99999,027,WV,Hampshire WV, ,21066,0.02
54,99999,029,WV,Hancock WV, ,9885,0.009
54,99999,031,WV,Hardy WV, ,11210,0.011
54,99999,033,WV,Harrison WV, ,30937,0.03
54,99999,035,WV,Jackson WV, ,22083,0.021
54,99999,037,WV,Jefferson WV, ,36232,0.035
54,99999,039,WV,Kanawha WV, ,65019,0.062
54,99999,041,WV,Lewis WV, ,11853,0.011
54,99999,043,WV,Lincoln WV, ,17790,0.017
54,99999,045,WV,Logan WV, ,20470,0.02
54,99999,047,WV,McDowell WV, ,13563,0.013
54,99999,049,WV,Marion WV, ,25750,0.025
54,99999,051,WV,Marshall WV, ,17695,0.017
54,99999,053,WV,Mason WV, ,18382,0.018
54,99999,055,WV,Mercer WV, ,39039,0.037
54,99999,057,WV,Mineral WV, ,17425,0.017
54,99999,059,WV,Mingo WV, ,18875,0.018
54,99999,061,WV,Monongalia WV, ,45734,0.044
54,99999,063,WV,Monroe WV, ,12083,0.012
54,99999,065,WV,Morgan WV, ,16023,0.015
54,99999,067,WV,Nicholas WV, ,17211,0.016
54,99999,069,WV,Ohio WV, ,10438,0.01
54,99999,071,WV,Pendleton WV, ,6756,0.006
54,99999,073,WV,Pleasants WV, ,4842,0.005
54,99999,075,WV,Pocahontas WV, ,6643,0.006
54,99999,077,WV,Preston WV, ,26072,0.025
54,99999,079,WV,Putnam WV, ,27209,0.026
54,99999,081,WV,Raleigh WV, ,38063,0.036
54,99999,083,WV,Randolph WV, ,18452,0.018
54,99999,085,WV,Ritchie WV, ,6507,0.006
54,99999,087,WV,Roane WV, ,12422,0.012
54,99999,089,WV,Summers WV, ,11251,0.011
54,99999,091,WV,Taylor WV, ,11419,0.011
54,99999,093,WV,Tucker WV, ,3906,0.004
54,99999,095,WV,Tyler WV, ,6027,0.006
54,99999,097,WV,Upshur WV, ,18615,0.018
54,99999,099,WV,Wayne WV, ,29991,0.029
54,99999,101,WV,Webster WV, ,7574,0.007
54,99999,103,WV,Wetzel WV, ,7649,0.007
54,99999,105,WV,Wirt WV, ,4894,0.005
54,99999,107,WV,Wood WV, ,31758,0.03
54,99999,109,WV,Wyoming WV, ,16770,0.016
55,00100,019,WI,Clark WI,"Abbotsford city, WI",1616,0.7
55,00100,073,WI,Marathon WI,"Abbotsford city, WI",694,0.3
55,00150,083,WI,Oconto WI,"Abrams CDP, WI",340,1
55,00275,001,WI,Adams WI,"Adams city, WI",1967,1
55,00450,117,WI,Sheboygan WI,"Adell village, WI",516,1
55,00750,045,WI,Green WI,"Albany village, WI",1018,1
