state,placefp,county,stab,cntyname,placenm,pop10,afact
FIPS state,placefp,county,State Postal Code,cntyname,Place Name,"Total Pop, 2010 census",placefp to county alloc factor
01,00100,017,AL,Chambers AL,"Abanda CDP, AL",192,1
01,00124,067,AL,Henry AL,"Abbeville city, AL",2688,1
01,00460,073,AL,Jefferson AL,"Adamsville city, AL",4522,1
01,00484,133,AL,Winston AL,"Addison town, AL",758,1
01,00676,065,AL,Hale AL,"Akron town, AL",356,1
01,00820,117,AL,Shelby AL,"Alabaster city, AL",30352,1
01,00988,095,AL,Marshall AL,"Albertville city, AL",21160,1
01,01132,123,AL,Tallapoosa AL,"Alexander City city, AL",14875,1
01,01180,015,AL,Calhoun AL,"Alexandria CDP, AL",3917,1
01,01228,107,AL,Pickens AL,"Aliceville city, AL",2486,1
01,01396,009,AL,Blount AL,"Allgood town, AL",622,1
01,01660,009,AL,Blount AL,"Altoona town, AL",30,0.032
01,01660,055,AL,Etowah AL,"Altoona town, AL",903,0.968
01,01708,039,AL,Covington AL,"Andalusia city, AL",9015,1
01,01756,077,AL,Lauderdale AL,"Anderson town, AL",282,1
01,01852,015,AL,Calhoun AL,"Anniston city, AL",23106,1
01,02116,043,AL,Cullman AL,"Arab city, AL",27,0.003
01,02116,095,AL,Marshall AL,"Arab city, AL",8023,0.997
01,02260,083,AL,Limestone AL,"Ardmore town, AL",1194,1
01,02320,073,AL,Jefferson AL,"Argo town, AL",61,0.015
01,02320,115,AL,St. Clair AL,"Argo town, AL",4010,0.985
01,02428,045,AL,Dale AL,"Ariton town, AL",764,1
01,02500,133,AL,Winston AL,"Arley town, AL",357,1
01,02836,069,AL,Houston AL,"Ashford town, AL",2148,1
01,02860,027,AL,Clay AL,"Ashland town, AL",2037,1
01,02908,115,AL,St. Clair AL,"Ashville city, AL",2212,1
01,02956,083,AL,Limestone AL,"Athens city, AL",21897,1
01,03004,053,AL,Escambia AL,"Atmore city, AL",10194,1
01,03028,055,AL,Etowah AL,"Attalla city, AL",6048,1
01,03076,081,AL,Lee AL,"Auburn city, AL",53380,1
01,03220,001,AL,Autauga AL,"Autaugaville town, AL",870,1
01,03364,069,AL,Houston AL,"Avon town, AL",543,1
01,03508,097,AL,Mobile AL,"Axis CDP, AL",757,1
01,03556,039,AL,Covington AL,"Babbie town, AL",603,1
01,03676,043,AL,Cullman AL,"Baileyton town, AL",610,1
01,03724,005,AL,Barbour AL,"Bakerhill town, AL",279,1
01,03820,055,AL,Etowah AL,"Ballplay CDP, AL",1580,1
01,03940,109,AL,Pike AL,"Banks town, AL",179,1
01,04660,003,AL,Baldwin AL,"Bay Minette city, AL",8044,1
01,04684,097,AL,Mobile AL,"Bayou La Batre city, AL",2558,1
01,04852,093,AL,Marion AL,"Bear Creek town, AL",1070,1
01,04900,099,AL,Monroe AL,"Beatrice town, AL",301,1
01,04948,075,AL,Lamar AL,"Beaverton town, AL",201,1
01,05140,059,AL,Franklin AL,"Belgreen CDP, AL",129,1
01,05164,057,AL,Fayette AL,"Belk town, AL",215,1
01,05188,119,AL,Sumter AL,"Bellamy CDP, AL",543,1
01,05212,097,AL,Mobile AL,"Belle Fontaine CDP, AL",608,1
01,05692,085,AL,Lowndes AL,"Benton town, AL",49,1
01,05932,057,AL,Fayette AL,"Berry town, AL",1148,1
01,05980,073,AL,Jefferson AL,"Bessemer city, AL",27456,1
01,06460,001,AL,Autauga AL,"Billingsley town, AL",144,1
01,07000,073,AL,Jefferson AL,"Birmingham city, AL",210609,0.992
01,07000,117,AL,Shelby AL,"Birmingham city, AL",1628,0.008
01,07120,061,AL,Geneva AL,"Black town, AL",207,1
01,07456,009,AL,Blount AL,"Blountsville town, AL",1684,1
01,07588,051,AL,Elmore AL,"Blue Ridge CDP, AL",1341,1
01,07672,005,AL,Barbour AL,"Blue Springs town, AL",96,1
01,07912,055,AL,Etowah AL,"Boaz city, AL",1109,0.116
01,07912,095,AL,Marshall AL,"Boaz city, AL",8442,0.884
01,08104,063,AL,Greene AL,"Boligee town, AL",328,1
01,08248,121,AL,Talladega AL,"Bon Air town, AL",116,1
01,08680,131,AL,Wilcox AL,"Boykin CDP, AL",275,1
01,09016,041,AL,Crenshaw AL,"Brantley town, AL",809,1
01,09064,117,AL,Shelby AL,"Brantleyville CDP, AL",884,1
01,09136,007,AL,Bibb AL,"Brent city, AL",4947,1
01,09208,053,AL,Escambia AL,"Brewton city, AL",5408,1
01,09328,071,AL,Jackson AL,"Bridgeport city, AL",2418,1
01,09400,073,AL,Jefferson AL,"Brighton city, AL",2945,1
01,09424,093,AL,Marion AL,"Brilliant town, AL",900,1
01,09457,055,AL,Etowah AL,"Bristow Cove CDP, AL",683,1
01,09500,117,AL,Shelby AL,"Brook Highland CDP, AL",6746,1
01,09736,073,AL,Jefferson AL,"Brookside town, AL",1363,1
01,09808,125,AL,Tuscaloosa AL,"Brookwood town, AL",1828,1
01,09880,019,AL,Cherokee AL,"Broomtown CDP, AL",182,1
01,10240,109,AL,Pike AL,"Brundidge city, AL",2076,1
01,10456,097,AL,Mobile AL,"Bucks CDP, AL",32,1
01,11032,023,AL,Choctaw AL,"Butler town, AL",1894,1
01,11416,021,AL,Chilton AL,"Calera city, AL",96,0.008
01,11416,117,AL,Shelby AL,"Calera city, AL",11524,0.992
01,11488,097,AL,Mobile AL,"Calvert CDP, AL",109,0.394
01,11488,129,AL,Washington AL,"Calvert CDP, AL",168,0.606
01,11512,131,AL,Wilcox AL,"Camden city, AL",2020,1
01,11680,123,AL,Tallapoosa AL,"Camp Hill town, AL",1014,1
01,12016,127,AL,Walker AL,"Carbon Hill city, AL",2021,1
01,12040,073,AL,Jefferson AL,"Cardiff town, AL",55,1
01,12070,055,AL,Etowah AL,"Carlisle-Rockledge CDP, AL",2137,1
01,12112,025,AL,Clarke AL,"Carlton CDP, AL",65,1
01,12160,039,AL,Covington AL,"Carolina town, AL",297,1
01,12304,107,AL,Pickens AL,"Carrollton town, AL",1019,1
01,12496,035,AL,Conecuh AL,"Castleberry town, AL",583,1
01,12544,131,AL,Wilcox AL,"Catherine CDP, AL",22,1
01,12760,019,AL,Cherokee AL,"Cedar Bluff town, AL",1820,1
01,13264,073,AL,Jefferson AL,"Center Point city, AL",16921,1
01,13648,019,AL,Cherokee AL,"Centre city, AL",3489,1
01,13672,007,AL,Bibb AL,"Centreville city, AL",2778,1
01,14008,129,AL,Washington AL,"Chatom town, AL",1288,1
01,14104,117,AL,Shelby AL,"Chelsea city, AL",10183,1
01,14152,033,AL,Colbert AL,"Cherokee town, AL",1048,1
01,14392,097,AL,Mobile AL,"Chickasaw city, AL",6106,1
01,14464,121,AL,Talladega AL,"Childersburg city, AL",5175,1
01,14728,015,AL,Calhoun AL,"Choccolocco CDP, AL",2804,1
01,14968,097,AL,Mobile AL,"Chunchula CDP, AL",210,1
01,15064,097,AL,Mobile AL,"Citronelle city, AL",3905,1
01,15136,021,AL,Chilton AL,"Clanton city, AL",8619,1
01,15256,073,AL,Jefferson AL,"Clay city, AL",9708,1
01,15304,045,AL,Dale AL,"Clayhatchee town, AL",589,1
01,15376,005,AL,Barbour AL,"Clayton town, AL",3008,1
01,15472,009,AL,Blount AL,"Cleveland town, AL",1303,1
01,15640,005,AL,Barbour AL,"Clio city, AL",1399,1
01,16000,125,AL,Tuscaloosa AL,"Coaling town, AL",1657,1
01,16080,055,AL,Etowah AL,"Coats Bend CDP, AL",1394,1
01,16240,061,AL,Geneva AL,"Coffee Springs town, AL",228,1
01,16264,025,AL,Clarke AL,"Coffeeville town, AL",352,1
01,16312,125,AL,Tuscaloosa AL,"Coker town, AL",979,1
01,16600,019,AL,Cherokee AL,"Collinsville town, AL",21,0.011
01,16600,049,AL,DeKalb AL,"Collinsville town, AL",1962,0.989
01,16684,043,AL,Cullman AL,"Colony town, AL",268,1
01,16744,069,AL,Houston AL,"Columbia town, AL",740,1
01,16768,117,AL,Shelby AL,"Columbiana city, AL",4197,1
01,16936,073,AL,Jefferson AL,"Concord CDP, AL",1837,1
01,17176,051,AL,Elmore AL,"Coosada town, AL",1224,1
01,17368,127,AL,Walker AL,"Cordova city, AL",2095,1
01,17824,069,AL,Houston AL,"Cottonwood town, AL",1289,1
01,17968,009,AL,Blount AL,"County Line town, AL",197,0.764
01,17968,073,AL,Jefferson AL,"County Line town, AL",61,0.236
01,18040,079,AL,Lawrence AL,"Courtland town, AL",609,1
01,18088,069,AL,Houston AL,"Cowarts town, AL",1871,1
01,18304,097,AL,Mobile AL,"Creola city, AL",1926,1
01,18856,049,AL,DeKalb AL,"Crossville town, AL",1862,1
01,18952,119,AL,Sumter AL,"Cuba town, AL",346,1
01,18976,043,AL,Cullman AL,"Cullman city, AL",14775,1
01,19024,023,AL,Choctaw AL,"Cullomburg CDP, AL",153,0.895
01,19024,129,AL,Washington AL,"Cullomburg CDP, AL",18,0.105
01,19216,017,AL,Chambers AL,"Cusseta town, AL",123,1
01,19336,123,AL,Tallapoosa AL,"Dadeville city, AL",3230,1
01,19360,045,AL,Dale AL,"Daleville city, AL",5295,1
01,19648,003,AL,Baldwin AL,"Daphne city, AL",21570,1
01,19744,097,AL,Mobile AL,"Dauphin Island town, AL",1238,1
01,19816,123,AL,Tallapoosa AL,"Daviston town, AL",214,1
01,19912,091,AL,Marengo AL,"Dayton town, AL",52,1
01,20008,051,AL,Elmore AL,"Deatsville town, AL",1154,1
01,20104,083,AL,Limestone AL,"Decatur city, AL",84,0.002
01,20104,103,AL,Morgan AL,"Decatur city, AL",55599,0.998
01,20152,129,AL,Washington AL,"Deer Park CDP, AL",188,1
01,20272,027,AL,Clay AL,"Delta CDP, AL",197,1
01,20296,091,AL,Marengo AL,"Demopolis city, AL",7483,1
01,20392,075,AL,Lamar AL,"Detroit town, AL",237,1
01,20955,043,AL,Cullman AL,"Dodge City town, AL",593,1
01,21136,127,AL,Walker AL,"Dora city, AL",2025,1
01,21184,045,AL,Dale AL,"Dothan city, AL",887,0.014
01,21184,067,AL,Henry AL,"Dothan city, AL",5,0
01,21184,069,AL,Houston AL,"Dothan city, AL",64604,0.986
01,21280,133,AL,Winston AL,"Double Springs town, AL",1083,1
01,21328,095,AL,Marshall AL,"Douglas town, AL",744,1
01,21448,041,AL,Crenshaw AL,"Dozier town, AL",329,1
01,21890,117,AL,Shelby AL,"Dunnavant CDP, AL",981,1
01,21952,071,AL,Jackson AL,"Dutton town, AL",315,1
01,22216,053,AL,Escambia AL,"East Brewton city, AL",2478,1
01,22504,043,AL,Cullman AL,"East Point CDP, AL",201,1
01,22816,051,AL,Elmore AL,"Eclectic town, AL",1001,1
01,23032,073,AL,Jefferson AL,"Edgewater CDP, AL",883,1
01,23176,029,AL,Cleburne AL,"Edwardsville town, AL",202,1
01,23224,055,AL,Etowah AL,"Egypt CDP, AL",932,1
01,23296,031,AL,Coffee AL,"Elba city, AL",3940,1
01,23320,003,AL,Baldwin AL,"Elberta town, AL",1498,1
01,23344,127,AL,Walker AL,"Eldridge town, AL",130,1
01,23488,083,AL,Limestone AL,"Elkmont town, AL",434,1
01,23656,051,AL,Elmore AL,"Elmore town, AL",1262,1
01,23872,119,AL,Sumter AL,"Emelle town, AL",53,1
01,23880,051,AL,Elmore AL,"Emerald Mountain CDP, AL",2561,1
01,24184,031,AL,Coffee AL,"Enterprise city, AL",26139,0.984
01,24184,045,AL,Dale AL,"Enterprise city, AL",423,0.016
01,24256,119,AL,Sumter AL,"Epes town, AL",192,1
01,24472,107,AL,Pickens AL,"Ethelsville town, AL",81,1
01,24568,005,AL,Barbour AL,"Eufaula city, AL",13137,1
01,24616,061,AL,Geneva AL,"Eunola CDP, AL",243,1
01,24664,063,AL,Greene AL,"Eutaw town, AL",2934,1
01,24688,103,AL,Morgan AL,"Eva town, AL",519,1
01,24808,035,AL,Conecuh AL,"Evergreen city, AL",3944,1
01,24880,099,AL,Monroe AL,"Excel town, AL",723,1
01,25120,073,AL,Jefferson AL,"Fairfield city, AL",11117,1
01,25216,129,AL,Washington AL,"Fairford CDP, AL",186,1
01,25240,003,AL,Baldwin AL,"Fairhope city, AL",15326,1
01,25384,043,AL,Cullman AL,"Fairview town, AL",446,1
01,25648,103,AL,Morgan AL,"Falkville town, AL",1279,1
01,25816,091,AL,Marengo AL,"Faunsdale town, AL",98,1
01,25840,057,AL,Fayette AL,"Fayette city, AL",4619,1
01,25864,121,AL,Talladega AL,"Fayetteville CDP, AL",1284,1
01,26152,011,AL,Bullock AL,"Fitzpatrick CDP, AL",83,1
01,26200,017,AL,Chambers AL,"Five Points town, AL",141,1
01,26824,053,AL,Escambia AL,"Flomaton town, AL",1440,1
01,26848,039,AL,Covington AL,"Florala town, AL",1980,1
01,26896,077,AL,Lauderdale AL,"Florence city, AL",39319,1
01,26992,003,AL,Baldwin AL,"Foley city, AL",14618,1
01,27088,073,AL,Jefferson AL,"Forestdale CDP, AL",10162,1
01,27376,063,AL,Greene AL,"Forkland town, AL",649,1
01,27520,085,AL,Lowndes AL,"Fort Deposit town, AL",1344,1
01,27616,049,AL,DeKalb AL,"Fort Payne city, AL",14012,1
01,27640,045,AL,Dale AL,"Fort Rucker CDP, AL",4636,1
01,28024,087,AL,Macon AL,"Franklin town, AL",149,1
01,28120,017,AL,Chambers AL,"Fredonia CDP, AL",199,1
01,28312,099,AL,Monroe AL,"Frisco City town, AL",1309,1
01,28408,129,AL,Washington AL,"Fruitdale CDP, AL",185,1
01,28432,029,AL,Cleburne AL,"Fruithurst town, AL",284,1
01,28504,025,AL,Clarke AL,"Fulton town, AL",272,1
01,28552,073,AL,Jefferson AL,"Fultondale city, AL",8380,1
01,28672,049,AL,DeKalb AL,"Fyffe town, AL",1018,1
01,28696,055,AL,Etowah AL,"Gadsden city, AL",36856,1
01,28768,119,AL,Sumter AL,"Gainesville town, AL",208,1
01,28816,055,AL,Etowah AL,"Gallant CDP, AL",855,1
01,28936,039,AL,Covington AL,"Gantt town, AL",222,1
01,29032,043,AL,Cullman AL,"Garden City town, AL",492,1
01,29056,073,AL,Jefferson AL,"Gardendale city, AL",13893,1
01,29296,019,AL,Cherokee AL,"Gaylesville town, AL",144,1
01,29392,119,AL,Sumter AL,"Geiger town, AL",170,1
01,29464,061,AL,Geneva AL,"Geneva city, AL",4452,1
01,29560,013,AL,Butler AL,"Georgiana town, AL",1738,1
01,29608,049,AL,DeKalb AL,"Geraldine town, AL",896,1
01,29704,023,AL,Choctaw AL,"Gilbertown town, AL",215,1
01,29944,057,AL,Fayette AL,"Glen Allen town, AL",458,0.898
01,29944,093,AL,Marion AL,"Glen Allen town, AL",52,0.102
01,29992,015,AL,Calhoun AL,"Glencoe city, AL",38,0.007
01,29992,055,AL,Etowah AL,"Glencoe city, AL",5122,0.993
01,30160,041,AL,Crenshaw AL,"Glenwood town, AL",187,1
01,30448,123,AL,Tallapoosa AL,"Goldville town, AL",55,1
01,30496,043,AL,Cullman AL,"Good Hope town, AL",2264,1
01,30640,037,AL,Coosa AL,"Goodwater town, AL",1475,1
01,30736,107,AL,Pickens AL,"Gordo town, AL",1750,1
01,30760,069,AL,Houston AL,"Gordon town, AL",332,1
01,30808,085,AL,Lowndes AL,"Gordonville town, AL",326,1
01,30880,109,AL,Pike AL,"Goshen town, AL",266,1
01,31000,111,AL,Randolph AL,"Graham CDP, AL",211,1
01,31024,097,AL,Mobile AL,"Grand Bay CDP, AL",3672,1
01,31096,095,AL,Marshall AL,"Grant town, AL",896,1
01,31348,073,AL,Jefferson AL,"Grayson Valley CDP, AL",5736,1
01,31384,073,AL,Jefferson AL,"Graysville city, AL",2165,1
01,31720,065,AL,Hale AL,"Greensboro city, AL",2497,1
01,31912,013,AL,Butler AL,"Greenville city, AL",8135,1
01,32056,045,AL,Dale AL,"Grimes town, AL",558,1
01,32080,025,AL,Clarke AL,"Grove Hill town, AL",1570,1
01,32224,093,AL,Marion AL,"Guin city, AL",2376,1
01,32248,097,AL,Mobile AL,"Gulfcrest CDP, AL",161,1
01,32272,003,AL,Baldwin AL,"Gulf Shores city, AL",9741,1
01,32416,095,AL,Marshall AL,"Guntersville city, AL",8197,1
01,32440,089,AL,Madison AL,"Gurley town, AL",801,1
01,32536,093,AL,Marion AL,"Gu-Win town, AL",176,1
01,32560,093,AL,Marion AL,"Hackleburg town, AL",1516,1
01,32584,123,AL,Tallapoosa AL,"Hackneyville CDP, AL",347,1
01,32656,067,AL,Henry AL,"Haleburg town, AL",103,1
01,32704,093,AL,Marion AL,"Haleyville city, AL",48,0.012
01,32704,133,AL,Winston AL,"Haleyville city, AL",4125,0.988
01,32848,093,AL,Marion AL,"Hamilton city, AL",6885,1
01,32896,049,AL,DeKalb AL,"Hammondville town, AL",488,1
01,32968,043,AL,Cullman AL,"Hanceville city, AL",2982,1
01,33256,117,AL,Shelby AL,"Harpersville town, AL",1637,1
01,33424,061,AL,Geneva AL,"Hartford city, AL",2624,1
01,33448,103,AL,Morgan AL,"Hartselle city, AL",14255,1
01,33472,089,AL,Madison AL,"Harvest CDP, AL",5281,1
01,33544,079,AL,Lawrence AL,"Hatton CDP, AL",261,1
01,33640,009,AL,Blount AL,"Hayden town, AL",444,1
01,33712,085,AL,Lowndes AL,"Hayneville town, AL",932,1
01,33808,089,AL,Madison AL,"Hazel Green CDP, AL",3630,1
01,33856,067,AL,Henry AL,"Headland city, AL",4510,1
01,33904,039,AL,Covington AL,"Heath town, AL",254,1
01,33976,029,AL,Cleburne AL,"Heflin city, AL",3480,1
01,34024,073,AL,Jefferson AL,"Helena city, AL",2225,0.132
01,34024,117,AL,Shelby AL,"Helena city, AL",14568,0.868
01,34096,049,AL,DeKalb AL,"Henagar city, AL",2344,1
01,34480,009,AL,Blount AL,"Highland Lake town, AL",412,1
01,34490,117,AL,Shelby AL,"Highland Lakes CDP, AL",3926,1
01,34816,079,AL,Lawrence AL,"Hillsboro town, AL",552,1
01,34984,037,AL,Coosa AL,"Hissop CDP, AL",658,1
01,35130,129,AL,Washington AL,"Hobson CDP, AL",126,1
01,35152,015,AL,Calhoun AL,"Hobson City town, AL",771,1
01,35200,059,AL,Franklin AL,"Hodges town, AL",288,1
01,35392,055,AL,Etowah AL,"Hokes Bluff city, AL",4286,1
01,35512,027,AL,Clay AL,"Hollins CDP, AL",545,1
01,35536,029,AL,Cleburne AL,"Hollis Crossroads CDP, AL",608,1
01,35560,043,AL,Cullman AL,"Holly Pond town, AL",798,1
01,35632,071,AL,Jackson AL,"Hollywood town, AL",1000,1
01,35704,125,AL,Tuscaloosa AL,"Holt CDP, AL",3638,1
01,35752,051,AL,Elmore AL,"Holtville CDP, AL",4096,1
01,35800,073,AL,Jefferson AL,"Homewood city, AL",25167,1
01,35896,073,AL,Jefferson AL,"Hoover city, AL",58582,0.718
01,35896,117,AL,Shelby AL,"Hoover city, AL",23037,0.282
01,36088,039,AL,Covington AL,"Horn Hill town, AL",228,1
01,36448,073,AL,Jefferson AL,"Hueytown city, AL",16105,1
01,36592,017,AL,Chambers AL,"Huguley CDP, AL",2540,1
01,37000,083,AL,Limestone AL,"Huntsville city, AL",1521,0.008
01,37000,089,AL,Madison AL,"Huntsville city, AL",178584,0.992
01,37096,113,AL,Russell AL,"Hurtsboro town, AL",553,1
01,37264,071,AL,Jackson AL,"Hytop town, AL",354,1
01,37312,049,AL,DeKalb AL,"Ider town, AL",723,1
01,37465,117,AL,Shelby AL,"Indian Springs Village city, AL",2363,1
01,37864,073,AL,Jefferson AL,"Irondale city, AL",12349,1
01,38032,055,AL,Etowah AL,"Ivalee CDP, AL",879,1
01,38152,025,AL,Clarke AL,"Jackson city, AL",5228,1
01,38248,123,AL,Tallapoosa AL,"Jacksons Gap town, AL",828,1
01,38272,015,AL,Calhoun AL,"Jacksonville city, AL",12548,1
01,38416,127,AL,Walker AL,"Jasper city, AL",14352,1
01,38608,021,AL,Chilton AL,"Jemison city, AL",2585,1
01,39088,043,AL,Cullman AL,"Joppa CDP, AL",391,0.78
01,39088,095,AL,Marshall AL,"Joppa CDP, AL",110,0.22
01,39280,127,AL,Walker AL,"Kansas town, AL",226,1
01,39472,037,AL,Coosa AL,"Kellyton town, AL",217,1
01,39520,075,AL,Lamar AL,"Kennedy town, AL",447,1
01,39784,077,AL,Lauderdale AL,"Killen town, AL",1108,1
01,39856,073,AL,Jefferson AL,"Kimberly town, AL",2711,1
01,40072,069,AL,Houston AL,"Kinsey town, AL",2198,1
01,40096,031,AL,Coffee AL,"Kinston town, AL",540,1
01,40648,113,AL,Russell AL,"Ladonia CDP, AL",3142,1
01,40672,017,AL,Chambers AL,"La Fayette city, AL",3003,1
01,40888,049,AL,DeKalb AL,"Lakeview town, AL",143,1
01,40928,125,AL,Tuscaloosa AL,"Lake View town, AL",1943,1
01,41296,017,AL,Chambers AL,"Lanett city, AL",6468,1
01,41368,071,AL,Jackson AL,"Langston town, AL",270,1
01,41968,073,AL,Jefferson AL,"Leeds city, AL",9809,0.833
01,41968,115,AL,St. Clair AL,"Leeds city, AL",1858,0.158
01,41968,117,AL,Shelby AL,"Leeds city, AL",106,0.009
01,42016,019,AL,Cherokee AL,"Leesburg town, AL",1027,1
01,42160,033,AL,Colbert AL,"Leighton town, AL",729,1
01,42304,129,AL,Washington AL,"Leroy CDP, AL",911,1
01,42352,083,AL,Limestone AL,"Lester town, AL",111,1
01,42472,045,AL,Dale AL,"Level Plains town, AL",2085,1
01,42640,077,AL,Lauderdale AL,"Lexington town, AL",735,1
01,42808,039,AL,Covington AL,"Libertyville town, AL",117,1
01,43120,121,AL,Talladega AL,"Lincoln city, AL",6266,1
01,43240,091,AL,Marengo AL,"Linden city, AL",2123,1
01,43264,027,AL,Clay AL,"Lineville city, AL",2395,1
01,43336,073,AL,Jefferson AL,"Lipscomb city, AL",2210,1
01,43384,023,AL,Choctaw AL,"Lisman town, AL",539,1
01,43648,033,AL,Colbert AL,"Littleville town, AL",1011,1
01,43720,119,AL,Sumter AL,"Livingston city, AL",3485,1
01,43744,081,AL,Lee AL,"Loachapoka town, AL",180,1
01,43816,039,AL,Covington AL,"Lockhart town, AL",516,1
01,43888,009,AL,Blount AL,"Locust Fork town, AL",1186,1
01,44160,055,AL,Etowah AL,"Lookout Mountain CDP, AL",1621,1
01,44344,005,AL,Barbour AL,"Louisville town, AL",519,1
01,44536,085,AL,Lowndes AL,"Lowndesboro town, AL",115,1
01,44608,003,AL,Baldwin AL,"Loxley town, AL",1632,1
01,44728,041,AL,Crenshaw AL,"Luverne city, AL",2800,1
01,44800,133,AL,Winston AL,"Lynn town, AL",659,1
01,45208,073,AL,Jefferson AL,"McDonald Chapel CDP, AL",717,1
01,45316,107,AL,Pickens AL,"Macedonia CDP, AL",292,1
01,45472,129,AL,Washington AL,"McIntosh town, AL",238,1
01,45496,013,AL,Butler AL,"McKenzie town, AL",522,0.985
01,45496,035,AL,Conecuh AL,"McKenzie town, AL",8,0.015
01,45640,107,AL,Pickens AL,"McMullen town, AL",10,1
01,45784,083,AL,Limestone AL,"Madison city, AL",3453,0.08
01,45784,089,AL,Madison AL,"Madison city, AL",39485,0.92
01,45904,069,AL,Houston AL,"Madrid town, AL",350,1
01,46072,003,AL,Baldwin AL,"Magnolia Springs town, AL",723,1
01,46192,129,AL,Washington AL,"Malcolm CDP, AL",187,1
01,46264,061,AL,Geneva AL,"Malvern town, AL",1448,1
01,46504,021,AL,Chilton AL,"Maplesville town, AL",708,1
01,46600,001,AL,Autauga AL,"Marbury CDP, AL",1418,1
01,46696,115,AL,St. Clair AL,"Margaret town, AL",4428,1
01,46768,105,AL,Perry AL,"Marion city, AL",3686,1
01,47728,073,AL,Jefferson AL,"Maytown town, AL",385,1
01,47740,117,AL,Shelby AL,"Meadowbrook CDP, AL",8769,1
01,47848,099,AL,Monroe AL,"Megargel CDP, AL",62,1
01,48052,107,AL,Pickens AL,"Memphis town, AL",29,1
01,48064,049,AL,DeKalb AL,"Mentone town, AL",360,1
01,48112,089,AL,Madison AL,"Meridianville CDP, AL",6021,1
01,48376,073,AL,Jefferson AL,"Midfield city, AL",5365,1
01,48400,045,AL,Dale AL,"Midland City town, AL",2344,1
01,48424,011,AL,Bullock AL,"Midway town, AL",499,1
01,48616,121,AL,Talladega AL,"Mignon CDP, AL",1284,1
01,48712,001,AL,Autauga AL,"Millbrook city, AL",144,0.01
01,48712,051,AL,Elmore AL,"Millbrook city, AL",14496,0.99
01,48784,027,AL,Clay AL,"Millerville CDP, AL",278,1
01,48808,075,AL,Lamar AL,"Millport town, AL",1049,1
01,48832,129,AL,Washington AL,"Millry town, AL",546,1
01,49072,073,AL,Jefferson AL,"Minor CDP, AL",1094,1
01,50000,097,AL,Mobile AL,"Mobile city, AL",195111,1
01,50192,099,AL,Monroe AL,"Monroeville city, AL",6519,1
01,50312,117,AL,Shelby AL,"Montevallo city, AL",6323,1
01,51000,101,AL,Montgomery AL,"Montgomery city, AL",205764,1
01,51096,115,AL,St. Clair AL,"Moody city, AL",11726,1
01,51216,089,AL,Madison AL,"Moores Mill CDP, AL",5682,1
01,51264,083,AL,Limestone AL,"Mooresville town, AL",53,1
01,51456,073,AL,Jefferson AL,"Morris town, AL",1859,1
01,51468,111,AL,Randolph AL,"Morrison Crossroads CDP, AL",219,1
01,51520,085,AL,Lowndes AL,"Mosses town, AL",1029,1
01,51600,079,AL,Lawrence AL,"Moulton city, AL",3471,1
01,51648,065,AL,Hale AL,"Moundville town, AL",1705,0.703
01,51648,125,AL,Tuscaloosa AL,"Moundville town, AL",722,0.297
01,51696,073,AL,Jefferson AL,"Mountain Brook city, AL",20413,1
01,52320,037,AL,Coosa AL,"Mount Olive CDP, AL",371,1
01,52344,073,AL,Jefferson AL,"Mount Olive CDP, AL",4079,1
01,52608,097,AL,Mobile AL,"Mount Vernon town, AL",1574,1
01,52680,097,AL,Mobile AL,"Movico CDP, AL",305,1
01,52776,073,AL,Jefferson AL,"Mulga town, AL",836,1
01,52848,121,AL,Talladega AL,"Munford town, AL",1292,1
01,53016,033,AL,Colbert AL,"Muscle Shoals city, AL",13146,1
01,53112,091,AL,Marengo AL,"Myrtlewood town, AL",130,1
01,53208,091,AL,Marengo AL,"Nanafalia CDP, AL",94,1
01,53232,015,AL,Calhoun AL,"Nances Creek CDP, AL",407,1
01,53256,045,AL,Dale AL,"Napier Field town, AL",354,1
01,53376,133,AL,Winston AL,"Natural Bridge town, AL",37,1
01,53400,127,AL,Walker AL,"Nauvoo town, AL",220,0.995
01,53400,133,AL,Winston AL,"Nauvoo town, AL",1,0.005
01,53448,009,AL,Blount AL,"Nectar town, AL",345,1
01,53472,023,AL,Choctaw AL,"Needham town, AL",94,1
01,53784,065,AL,Hale AL,"Newbern town, AL",186,1
01,53856,031,AL,Coffee AL,"New Brockton town, AL",1146,1
01,54168,089,AL,Madison AL,"New Hope city, AL",2810,1
01,54312,089,AL,Madison AL,"New Market CDP, AL",1597,1
01,54432,123,AL,Tallapoosa AL,"New Site town, AL",773,1
01,54480,045,AL,Dale AL,"Newton town, AL",1511,1
01,54582,055,AL,Etowah AL,"New Union CDP, AL",955,1
01,54600,067,AL,Henry AL,"Newville town, AL",539,1
01,55044,079,AL,Lawrence AL,"North Courtland town, AL",632,1
01,55152,073,AL,Jefferson AL,"North Johns town, AL",145,1
01,55200,125,AL,Tuscaloosa AL,"Northport city, AL",23330,1
01,55440,081,AL,Lee AL,"Notasulga town, AL",75,0.078
01,55440,087,AL,Macon AL,"Notasulga town, AL",890,0.922
01,55752,121,AL,Talladega AL,"Oak Grove town, AL",528,1
01,55848,131,AL,Wilcox AL,"Oak Hill town, AL",26,1
01,55992,127,AL,Walker AL,"Oakman town, AL",789,1
01,56400,115,AL,St. Clair AL,"Odenville town, AL",3585,1
01,56472,015,AL,Calhoun AL,"Ohatchee town, AL",1170,1
